15,1328,SI,70330,146399,I05,B10,OC,600,BH,001,BO,SW,13104401
16,1330,SD,70344,146419,I04,B10,OC,600,13104401
17,1346,SI,70244,146455,I05,B10,OC,600,06,BH,001,BO,SW,13104401
18,1359,SI,70243,146486,I06,B10,OC,600,15,BH,001,BO,SW,13104401
19,1403,SI,70241,146486,I06,B10,OC,600,18,BH,001,BO,20,SW,13104401
20,1423,PO,70124,146500,I06,B10,OC,600,13104401
21,1434,LD,2,70119,148280,B10,OC,0000,13104402
22,1548,LA,1R,70119,148280,B10,OC,0000,13104402
23,1613,PO,70100,146000,I07,B12,OC,600,13104402
24,1618,SI,70220,146022,I06,B12,OC,600,10,BH,001,BO,SW,13104402
25,1625,PO,70400,146000,I05,B12,OC,600,13104402
26,1638,PO,70400,146100,I03,B12,OC,600,13104402
27,1639,SD,70393,146133,I02,B12,OC,600,13104402
28,1657,PO,70100,146100,I03,B12,OC,600,13104402
29,1704,PO,70100,146500,I01,B12,OC,600,13104402
30,1720,PO,70400,146380,I02,B12,OC,600,13104402
31,1722,SI,70282,146442,I03,B12,OC,600,BS,001,BO,OI,13104402
32,1726,SI,70331,147008,I05,B12,OC,600,24,BH,001,BO,DV,13104402
33,1737,SI,70272,147193,I05,B12,OC,600,15,BH,001,BO,SW,13104402
34,1745,LD,2,70119,148280,B10,OC,0000,13104402
01,1039,LA,1R,70120,148280,B06,SN,0000,14104501
02,1117,PO,70340,149400,I06,B10,OC,0420,14104501
03,1128,PO,70390,148365,I06,B10,OC,0500,14104501
04,1134,PO,70277,148478,I05,B10,OC,0500,14104501
05,1139,PO,70243,148220,I04,B10,OC,500,14104501
13,1203,SI,70344,147399,I05,B10,OC,1200,32,BH,001,BO,71,SW,14104501
14,1203,SI,70344,147399,I05,B10,OC,1200,23,BH,002,BO,71,SW,14104501
15,1206,SI,70339,147413,I05,B10,OC,1200,BH,002,BO,SW,14104501
16,1208,SI,70346,147481,I05,B10,OC,1200,BH,001,BO,SW,14104501
17,1208,SI,70346,147481,I05,B10,OC,1200,BH,001,BO,252,SW,14104501
18,1210,SI,70332,147400,I05,B10,OC,600,48,BH,001,BO,153,SW,14104501
19,1212,SI,70346,147442,I05,B10,OC,700,16,BH,001,BO,323,SW,14104501
20,1214,SI,70364,147458,I05,B10,OC,900,BH,001,BO,SW,14104501
21,1216,SI,70364,147458,I04,B10,OC,0900,19,BH,001,108,SW,14104502
22,1218,SI,70364,147458,I04,B10,OC,0900,18,BH,001,133,SW,14104502
23,1221,SD,70362,147403,I04,B10,OC,0900,14104502
24,1221,SI,70362,147403,I04,B10,OC,700,10,BH,002,153,SW,14104502
25,1222,SI,70340,147380,I05,B10,OC,700,29,BH,001,135,SW,14104502
26,1225,SI,70330,147330,I07,B10,OC,700,12,BH,002,168,SW,14104502
27,1230,SI,70355,147360,I08,B10,OC,700,BH,001,SW,14104502
28,1304,PO,70200,147433,I09,B10,OC,600,14104502
29,1310,PO,70124,147224,I10,B10,OC,600,14104502
30,1324,SI,70340,147173,I09,B10,OC,600,18,BH,001,033,SW,14104502
31,1326,SI,70327,147187,I08,B10,OC,600,12,BH,001,171,SW,14104502
32,1327,SI,70315,147191,I07,B10,OC,600,60,BH,001,135,SW,14104502
33,1328,SI,70313,147192,I07,B10,OC,600,42,BH,001,315,SW,14104502
